id,operation,x,result
0,sin,51.6565559605489,0.98389327775260083
4,sin,91.404068718859605,-0.29349591776552625
7,sin,-81.415723729809741,0.26257054929228352
10,sin,-56.698795179955361,-0.1495641158623898
13,sin,65.565237547248074,0.3969653718304863
15,sin,-39.813675689868418,-0.85576558107695788
19,sin,94.501187799043393,0.25070475490357019
22,sin,-31.172744001877483,0.24079273357182873
26,sin,-13.391755113361858,-0.73480863241911598
30,sin,43.749811720227342,-0.23039679659125945
34,sin,15.21275035436318,0.47521899779581211
38,sin,-98.013001254157913,0.58398488718123021
41,sin,-63.436997410388614,-0.56888078912910389
45,sin,90.689252947209198,0.40495901651362004
49,sin,99.255756514112718,-0.95663104344110039
53,sin,56.512769601126386,-0.03589045379023708
57,sin,84.491702057496767,0.32527222103315517
61,sin,77.826064908646259,0.65467411997454483
65,sin,-99.752120332056165,0.70245754823083395
69,sin,21.007964829148861,0.83226657673373161
73,sin,31.195518184624738,-0.21862811384075714
77,sin,33.13793285939424,0.98858953450697418
81,sin,59.26325934123404,0.41414301362624356
84,sin,45.633336936052274,0.99678222080995371
88,sin,70.374210507968996,0.95183683840045363
92,sin,-16.360214678940878,0.60697718223706698
96,sin,-84.172106329871184,-0.60589891048499733
100,sin,24.583195931452508,-0.52229952967890914
104,sin,-50.329720869199136,-0.064194240122205051
108,sin,-2.4796212994204314,-0.61467301408565966
112,sin,40.980640828356286,-0.13948006898141943
116,sin,-98.777255058332429,0.98331790978630618
120,sin,-55.120119341485335,0.98989981518336756
124,sin,-5.9107105951511478,0.36392156400459369
128,sin,-70.939252862467299,-0.96806109757558723
132,sin,13.915082137188417,0.97544036285329649
136,sin,-93.57585685562502,0.6224919329529276
140,sin,9.0536863576669688,0.36263294773579624
143,sin,-81.446620269930662,0.23263751079751135
146,sin,7.5751168751547304,0.96136854926516568
150,sin,-36.408720620707825,0.96094340655846144
154,sin,70.064676767383929,0.81320510826391335
157,sin,70.785914176295179,0.99499622832201107
161,sin,86.795101504053989,-0.92055259299524539
165,sin,62.044747568684144,-0.70831302147873421
169,sin,-6.6244569536477389,-0.33468567282005313
173,sin,-94.715143489664939,-0.45053443528339204
177,sin,-50.917827097929077,-0.60705127087862687
180,sin,-11.588980024272255,0.82904104455107563
183,sin,42.600383166486132,-0.98221470119606424
187,sin,5.5452262236219907,-0.6727793557320435
191,sin,99.829931018943796,-0.64500811000576863
195,sin,93.726369674236864,-0.49810321085734188
199,sin,73.149668013207148,-0.77897967316762284
203,sin,-5.1929457263840124,0.8867376916148344
207,sin,18.03886672716515,-0.7247622007589547
211,sin,6.5093974863229542,0.22428782301423575
215,sin,19.024948790996852,0.17449499312887023
219,sin,48.753799013940082,-0.99825334221994699
223,sin,18.053165048974851,-0.71483692099509089
227,sin,-27.237331662903529,-0.86088281717597814
231,sin,77.43455120941573,0.89358323890594071
235,sin,80.439514895887214,-0.94639749834571441
238,sin,-40.021573934419095,-0.730552404584349
242,sin,-46.724380097561401,-0.38896670510497755
246,sin,29.374277345982613,-0.89118171397916246
250,sin,16.866056289412647,-0.91603991031452214
254,sin,-94.085817884493338,0.16125456548136388
258,sin,41.923448055163703,-0.88324760290477444
261,sin,94.10359271469521,-0.14368780785410187
265,sin,4.0936295990630978,-0.8145986732163869
269,sin,-58.799047943296372,-0.77783432244519102
273,sin,-35.03742186264499,0.46169284493915785
277,sin,90.627182153588265,0.46089621011939275
281,sin,-62.166147630806854,0.61761410249841053
285,sin,46.632244580563388,0.47207688514364016
289,sin,45.919250327069896,0.93371019938931343
293,sin,-24.568084331528752,0.53512600377997577
297,sin,-40.161170251905546,-0.62843079726330942
301,sin,-11.827315321587173,0.67358997425539957
305,sin,9.6016469593661391,-0.17594828494817044
308,sin,-10.293497697204323,0.76350276292075214
311,sin,8.8835727831955147,0.51516930929143823
315,sin,-57.345479287080074,-0.71513101451399197
319,sin,30.354006278194355,-0.87329263379252053
322,sin,19.720264812017497,0.76478585633953255
326,sin,-86.339362870442415,0.99851877558108615
329,sin,-46.407781931414227,-0.65645356116580156
333,sin,-64.0127954300807,-0.92496456947590022
337,sin,31.054213845361069,-0.35387661746040838
341,sin,19.619814928476774,0.69632115911960724
345,sin,-64.031559135039814,-0.93193253544234256
349,sin,-62.448983230660716,0.37358405827935859
353,sin,67.53716503570655,-0.99997495802343084
357,sin,-46.927785787314967,-0.19484950950179475
361,sin,2.6758162754015657,0.44911660979727469
365,sin,58.413073050444964,0.9572056475291002
369,sin,-2.0979190745659237,-0.86425804403425011
371,sin,-56.266241733796527,0.27868638312730865
374,sin,52.3986438234461,0.84599646647456328
377,sin,91.261558936883375,-0.15474761187705724
381,sin,-57.204383971722336,-0.60972707360749956
385,sin,-62.337356623544352,0.47458848128167708
388,sin,-16.323823828921256,0.57766119191256227
392,sin,81.028462314178796,-0.60752957848670031
396,sin,-65.291447160399713,-0.63034579681203307
400,sin,-73.551382659519106,0.96214098744366494
404,sin,-49.349613450833395,0.79309219958413057
408,sin,19.906214915962739,0.87071729228190653
412,sin,97.062518255406502,0.32106518608074147
416,sin,37.831037479143291,0.13154328843721289
420,sin,64.301199628327367,0.99485838414346195
424,sin,32.376064232779477,0.81927053244822168
428,sin,91.634441462834531,-0.50402654964669358
432,sin,77.882533887713222,0.61096774887900052
436,sin,-31.161280313080685,0.25190305566161525
439,sin,-83.198014678308667,-0.99853204645811189
443,sin,52.727264906110193,0.62864543321486444
447,sin,54.986001270076116,-0.99996695309577288
451,sin,20.847626437499379,0.91009868239151426
455,sin,-96.141026412385401,-0.94846173044717808
459,sin,86.289003315417204,-0.99451406306384926
463,sin,85.570955273603232,-0.68014002525803963
467,sin,-66.417291096568817,0.42941541331158145
471,sin,-51.971023866255514,-0.99093560849790063
475,sin,42.067982652388402,-0.94157556882766191
479,sin,91.517378156905878,-0.39970152181372165
483,sin,-79.252730458773939,0.65404095695398079
487,sin,-1.1592928317117002,-0.91652047930320069
491,sin,72.399101863422842,-0.14198934243839331
495,sin,67.858028951237742,-0.95117151787272014
499,sin,1.4766164459925513,0.9955683521502291
503,sin,-96.292504504135891,-0.88978221738570584
507,sin,48.64554095624969,-0.99879261895673832
511,sin,-22.402149467141086,0.39952706707687508
515,sin,-25.479570595545663,-0.33991768260109606
519,sin,54.306903022523237,-0.78321992610006852
523,sin,40.937289038572565,-0.096434445927958717
527,sin,32.589267375521523,0.92204889117730426
531,sin,-42.258405826456055,0.98830383238333441
535,sin,55.352056058383155,-0.93080596364721091
539,sin,38.863286361240966,0.91846216567902739
543,sin,-85.843160283302581,0.8521910361061128
547,sin,-96.771832668654056,-0.57903093132660788
551,sin,-1.3068153358855139,-0.96535888769419931
555,sin,65.916090941479993,0.057323343636121953
559,sin,-30.104616432053042,0.96652193266880437
563,sin,-83.409991735270523,-0.98757752877245486
567,sin,-98.042790117737582,0.60790376577484573
